diff,group,variable,MOM6-CICE6_cice_config/ice_in,ACCESS-OM2_1deg_jra55_ryf/ice/cice_in.nml,MOM6-CICE6_1deg_jra55do_ryf/ice_in
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=snow_nml"", ""&snow_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=use_smliq_pnd"", ""use_smliq_pnd"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=snow_nml"", ""&snow_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=windmin"", ""windmin"")",,,10.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=a_rapid_mode"", ""a_rapid_mode"")",,0.0005,0.0005
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=aspect_rapid_mode"", ""aspect_rapid_mode"")",,1.0,1.0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=chio"", ""chio"")",,0.006,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=conduct"", ""conduct"")",,bubbly,MU71
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dsdt_slow_mode"", ""dsdt_slow_mode"")",-5e-08,-5e-08,-1.5e-07
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=kitd"", ""kitd"")",,1,1
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=ktherm"", ""ktherm"")",,1,2
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=phi_c_slow_mode"", ""phi_c_slow_mode"")",,0.05,0.05
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=phi_i_mushy"", ""phi_i_mushy"")",,0.85,0.85
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=rac_rapid_mode"", ""rac_rapid_mode"")",,10.0,10
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_aero"", ""n_aero"")",,,3
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_algae"", ""n_algae"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_dic"", ""n_dic"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_doc"", ""n_doc"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_don"", ""n_don"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_fed"", ""n_fed"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_fep"", ""n_fep"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_iso"", ""n_iso"")",,,3
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=n_zaero"", ""n_zaero"")",,,0
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_aero"", ""restart_aero"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_age"", ""restart_age"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_fsd"", ""restart_fsd"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_fy"", ""restart_fy"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_iso"", ""restart_iso"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_lvl"", ""restart_lvl"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_pond_cesm"", ""restart_pond_cesm"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_pond_lvl"", ""restart_pond_lvl"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_pond_topo"", ""restart_pond_topo"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_snow"", ""restart_snow"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_aero"", ""tr_aero"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_fsd"", ""tr_fsd"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_fy"", ""tr_fy"")",,False,True
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_iage"", ""tr_iage"")",,False,True
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_iso"", ""tr_iso"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_lvl"", ""tr_lvl"")",,False,True
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_pond_cesm"", ""tr_pond_cesm"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_pond_lvl"", ""tr_pond_lvl"")",,False,True
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_pond_topo"", ""tr_pond_topo"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_snow"", ""tr_snow"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=bgc_data_dir"", ""bgc_data_dir"")",,unknown_bgc_data_dir,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=bgc_flux_type"", ""bgc_flux_type"")",,Jin2006,Jin2006
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=dedd_algae"", ""dedd_algae"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=modal_aero"", ""modal_aero"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=nit_data_type"", ""nit_data_type"")",,default,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=phi_snow"", ""phi_snow"")",,0.5,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_bgc"", ""restart_bgc"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_hbrine"", ""restart_hbrine"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restart_zsal"", ""restart_zsal"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=restore_bgc"", ""restore_bgc"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=scale_bgc"", ""scale_bgc"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=sil_data_type"", ""sil_data_type"")",,default,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=skl_bgc"", ""skl_bgc"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=solve_zbgc"", ""solve_zbgc"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=solve_zsal"", ""solve_zsal"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_am"", ""tr_bgc_am"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_am_sk"", ""tr_bgc_am_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_c"", ""tr_bgc_c"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_c_sk"", ""tr_bgc_c_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_chl"", ""tr_bgc_chl"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_chl_sk"", ""tr_bgc_chl_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dms"", ""tr_bgc_dms"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dms_sk"", ""tr_bgc_dms_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dmspd_sk"", ""tr_bgc_dmspd_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_dmspp_sk"", ""tr_bgc_dmspp_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_don"", ""tr_bgc_don"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_fe"", ""tr_bgc_fe"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_hum"", ""tr_bgc_hum"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_nit"", ""tr_bgc_nit"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_pon"", ""tr_bgc_pon"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_sil"", ""tr_bgc_sil"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_bgc_sil_sk"", ""tr_bgc_sil_sk"")",,False,
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_brine"", ""tr_brine"")",,False,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=tr_zaero"", ""tr_zaero"")",,,False
*,"=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://cice-consortium-cice.readthedocs.io/en/main/search.html?q=z_tracers"", ""z_tracers"")",,,False
